order_number,product_key,customer_key,order_date,shipping_date,due_date,sales_amount,quantity,price
SO64493,259,3838,2013-08-18,2013-08-25,2013-08-30,2,1,2.0
SO64494,291,1727,2013-08-18,2013-08-25,2013-08-30,5,1,5.0
SO64494,259,1727,2013-08-18,2013-08-25,2013-08-30,2,1,2.0
SO64494,260,1727,2013-08-18,2013-08-25,2013-08-30,120,1,120.0
SO64495,291,16814,2013-08-18,2013-08-25,2013-08-30,5,1,5.0
SO64495,246,16814,2013-08-18,2013-08-25,2013-08-30,35,1,35.0
SO64496,284,45,2013-08-18,2013-08-25,2013-08-30,35,1,35.0
SO64497,291,2504,2013-08-18,2013-08-25,2013-08-30,5,1,5.0
SO64497,250,2504,2013-08-18,2013-08-25,2013-08-30,50,1,50.0
SO64498,284,676,2013-08-18,2013-08-25,2013-08-30,35,1,35.0
SO64498,289,676,2013-08-18,2013-08-25,2013-08-30,5,1,5.0
SO64498,259,676,2013-08-18,2013-08-25,2013-08-30,2,1,2.0
SO64499,284,643,2013-08-18,2013-08-25,2013-08-30,35,1,35.0
SO64499,259,643,2013-08-18,2013-08-25,2013-08-30,2,1,2.0
SO64500,289,1974,2013-08-18,2013-08-25,2013-08-30,5,1,5.0
SO64500,284,1974,2013-08-18,2013-08-25,2013-08-30,35,1,35.0
SO64501,250,1542,2013-08-18,2013-08-25,2013-08-30,50,1,50.0
SO64502,249,1297,2013-08-18,2013-08-25,2013-08-30,50,1,50.0
SO64503,123,1452,2013-08-18,2013-08-25,2013-08-30,2320,1,2320.0
SO64503,174,1452,2013-08-18,2013-08-25,2013-08-30,22,1,22.0
SO64503,246,1452,2013-08-18,2013-08-25,2013-08-30,35,1,35.0
SO64504,125,4196,2013-08-18,2013-08-25,2013-08-30,2320,1,2320.0
SO64504,284,4196,2013-08-18,2013-08-25,2013-08-30,35,1,35.0
SO64504,289,4196,2013-08-18,2013-08-25,2013-08-30,5,1,5.0
SO64504,174,4196,2013-08-18,2013-08-25,2013-08-30,22,1,22.0
SO64504,279,4196,2013-08-18,2013-08-25,2013-08-30,9,1,9.0
SO64505,120,4919,2013-08-18,2013-08-25,2013-08-30,2295,1,2295.0
SO64506,155,5427,2013-08-18,2013-08-25,2013-08-30,1215,1,1215.0
SO64507,157,1561,2013-08-18,2013-08-25,2013-08-30,1215,1,1215.0
SO64507,245,1561,2013-08-18,2013-08-25,2013-08-30,35,1,35.0
SO64508,138,12655,2013-08-18,2013-08-25,2013-08-30,1701,1,1701.0
SO64508,286,12655,2013-08-18,2013-08-25,2013-08-30,25,1,25.0
SO64508,290,12655,2013-08-18,2013-08-25,2013-08-30,4,1,4.0
SO64508,294,12655,2013-08-18,2013-08-25,2013-08-30,64,1,64.0
SO64509,126,13010,2013-08-18,2013-08-25,2013-08-30,540,1,540.0
SO64509,166,13010,2013-08-18,2013-08-25,2013-08-30,9,1,9.0
SO64510,122,3220,2013-08-18,2013-08-25,2013-08-30,2295,1,2295.0
SO64510,295,3220,2013-08-18,2013-08-25,2013-08-30,5,1,5.0
SO64510,104,3220,2013-08-18,2013-08-25,2013-08-30,10,1,10.0
SO64510,280,3220,2013-08-18,2013-08-25,2013-08-30,9,1,9.0
SO64511,154,14878,2013-08-18,2013-08-25,2013-08-30,1215,1,1215.0
SO64511,288,14878,2013-08-18,2013-08-25,2013-08-30,29,1,29.0
SO64511,259,14878,2013-08-18,2013-08-25,2013-08-30,2,1,2.0
SO64511,168,14878,2013-08-18,2013-08-25,2013-08-30,8,1,8.0
SO64512,155,14891,2013-08-18,2013-08-25,2013-08-30,1215,1,1215.0
SO64512,288,14891,2013-08-18,2013-08-25,2013-08-30,29,1,29.0
SO64512,291,14891,2013-08-18,2013-08-25,2013-08-30,5,1,5.0
SO64512,259,14891,2013-08-18,2013-08-25,2013-08-30,2,1,2.0
SO64513,126,12034,2013-08-18,2013-08-25,2013-08-30,540,1,540.0
SO64513,166,12034,2013-08-18,2013-08-25,2013-08-30,9,1,9.0
SO64514,129,12035,2013-08-18,2013-08-25,2013-08-30,540,1,540.0
SO64514,105,12035,2013-08-18,2013-08-25,2013-08-30,9,1,9.0
SO64514,295,12035,2013-08-18,2013-08-25,2013-08-30,5,1,5.0
SO64514,244,12035,2013-08-18,2013-08-25,2013-08-30,35,1,35.0
SO64515,126,12304,2013-08-18,2013-08-25,2013-08-30,540,1,540.0
SO64515,295,12304,2013-08-18,2013-08-25,2013-08-30,5,1,5.0
SO64515,105,12304,2013-08-18,2013-08-25,2013-08-30,9,1,9.0
SO64516,129,11999,2013-08-18,2013-08-25,2013-08-30,540,1,540.0
SO64516,105,11999,2013-08-18,2013-08-25,2013-08-30,9,1,9.0
SO64516,295,11999,2013-08-18,2013-08-25,2013-08-30,5,1,5.0
SO64516,278,11999,2013-08-18,2013-08-25,2013-08-30,54,1,54.0
SO64517,126,12328,2013-08-18,2013-08-25,2013-08-30,540,1,540.0
SO64517,285,12328,2013-08-18,2013-08-25,2013-08-30,21,1,21.0
SO64518,134,9654,2013-08-18,2013-08-25,2013-08-30,1120,1,1120.0
SO64518,278,9654,2013-08-18,2013-08-25,2013-08-30,54,1,54.0
SO64519,134,9837,2013-08-18,2013-08-25,2013-08-30,1120,1,1120.0
SO64519,295,9837,2013-08-18,2013-08-25,2013-08-30,5,1,5.0
SO64519,105,9837,2013-08-18,2013-08-25,2013-08-30,9,1,9.0
SO64519,245,9837,2013-08-18,2013-08-25,2013-08-30,35,1,35.0
SO64519,249,9837,2013-08-18,2013-08-25,2013-08-30,50,1,50.0
SO64520,131,9855,2013-08-18,2013-08-25,2013-08-30,1120,1,1120.0
SO64520,286,9855,2013-08-18,2013-08-25,2013-08-30,25,1,25.0
SO64520,259,9855,2013-08-18,2013-08-25,2013-08-30,2,1,2.0
SO64521,159,383,2013-08-18,2013-08-25,2013-08-30,2384,1,2384.0
SO64521,244,383,2013-08-18,2013-08-25,2013-08-30,35,1,35.0
SO64522,137,13703,2013-08-19,2013-08-26,2013-08-31,1701,1,1701.0
SO64522,244,13703,2013-08-19,2013-08-26,2013-08-31,35,1,35.0
SO64522,166,13703,2013-08-19,2013-08-26,2013-08-31,9,1,9.0
SO64523,135,11439,2013-08-19,2013-08-26,2013-08-31,1701,1,1701.0
SO64523,295,11439,2013-08-19,2013-08-26,2013-08-31,5,1,5.0
SO64523,234,11439,2013-08-19,2013-08-26,2013-08-31,24,1,24.0
SO64523,105,11439,2013-08-19,2013-08-26,2013-08-31,9,1,9.0
SO64524,121,2555,2013-08-19,2013-08-26,2013-08-31,2295,1,2295.0
SO64524,174,2555,2013-08-19,2013-08-26,2013-08-31,22,1,22.0
SO64525,286,4732,2013-08-19,2013-08-26,2013-08-31,25,1,25.0
SO64525,275,4732,2013-08-19,2013-08-26,2013-08-31,54,1,54.0
SO64525,166,4732,2013-08-19,2013-08-26,2013-08-31,9,1,9.0
SO64526,286,4232,2013-08-19,2013-08-26,2013-08-31,25,1,25.0
SO64526,290,4232,2013-08-19,2013-08-26,2013-08-31,4,1,4.0
SO64526,260,4232,2013-08-19,2013-08-26,2013-08-31,120,1,120.0
SO64527,286,4234,2013-08-19,2013-08-26,2013-08-31,25,1,25.0
SO64528,283,9231,2013-08-19,2013-08-26,2013-08-31,30,1,30.0
SO64528,289,9231,2013-08-19,2013-08-26,2013-08-31,5,1,5.0
SO64528,244,9231,2013-08-19,2013-08-26,2013-08-31,35,1,35.0
SO64529,290,18333,2013-08-19,2013-08-26,2013-08-31,4,1,4.0
SO64529,279,18333,2013-08-19,2013-08-26,2013-08-31,9,1,9.0
SO64529,244,18333,2013-08-19,2013-08-26,2013-08-31,35,1,35.0
SO64530,166,13232,2013-08-19,2013-08-26,2013-08-31,9,1,9.0
SO64530,291,13232,2013-08-19,2013-08-26,2013-08-31,5,1,5.0
SO64531,244,7268,2013-08-19,2013-08-26,2013-08-31,35,1,35.0
SO64532,248,4133,2013-08-19,2013-08-26,2013-08-31,50,1,50.0
SO64533,249,3070,2013-08-19,2013-08-26,2013-08-31,50,1,50.0
SO64534,290,18095,2013-08-19,2013-08-26,2013-08-31,4,1,4.0
SO64534,234,18095,2013-08-19,2013-08-26,2013-08-31,24,1,24.0
SO64535,168,2623,2013-08-19,2013-08-26,2013-08-31,8,1,8.0
SO64536,259,7747,2013-08-19,2013-08-26,2013-08-31,2,1,2.0
SO64537,112,6964,2013-08-19,2013-08-26,2013-08-31,565,1,565.0
SO64537,174,6964,2013-08-19,2013-08-26,2013-08-31,22,1,22.0
SO64537,280,6964,2013-08-19,2013-08-26,2013-08-31,9,1,9.0
SO64538,113,4005,2013-08-19,2013-08-26,2013-08-31,565,1,565.0
SO64538,282,4005,2013-08-19,2013-08-26,2013-08-31,25,1,25.0
SO64538,289,4005,2013-08-19,2013-08-26,2013-08-31,5,1,5.0
SO64538,259,4005,2013-08-19,2013-08-26,2013-08-31,2,1,2.0
SO64538,168,4005,2013-08-19,2013-08-26,2013-08-31,8,1,8.0
SO64539,111,10857,2013-08-19,2013-08-26,2013-08-31,565,1,565.0
SO64539,104,10857,2013-08-19,2013-08-26,2013-08-31,10,1,10.0
SO64539,295,10857,2013-08-19,2013-08-26,2013-08-31,5,1,5.0
SO64540,138,6936,2013-08-19,2013-08-26,2013-08-31,1701,1,1701.0
SO64540,233,6936,2013-08-19,2013-08-26,2013-08-31,24,1,24.0
SO64541,119,10067,2013-08-19,2013-08-26,2013-08-31,769,1,769.0
SO64541,283,10067,2013-08-19,2013-08-26,2013-08-31,30,1,30.0
SO64541,289,10067,2013-08-19,2013-08-26,2013-08-31,5,1,5.0
SO64541,259,10067,2013-08-19,2013-08-26,2013-08-31,2,1,2.0
SO64542,120,6223,2013-08-19,2013-08-26,2013-08-31,2295,1,2295.0
SO64542,284,6223,2013-08-19,2013-08-26,2013-08-31,35,1,35.0
SO64542,289,6223,2013-08-19,2013-08-26,2013-08-31,5,1,5.0
SO64542,174,6223,2013-08-19,2013-08-26,2013-08-31,22,1,22.0
SO64542,104,6223,2013-08-19,2013-08-26,2013-08-31,10,1,10.0
SO64542,295,6223,2013-08-19,2013-08-26,2013-08-31,5,1,5.0
SO64542,246,6223,2013-08-19,2013-08-26,2013-08-31,35,1,35.0
SO64543,138,6946,2013-08-19,2013-08-26,2013-08-31,1701,1,1701.0
SO64543,248,6946,2013-08-19,2013-08-26,2013-08-31,50,1,50.0
SO64544,120,5201,2013-08-19,2013-08-26,2013-08-31,2295,1,2295.0
SO64544,174,5201,2013-08-19,2013-08-26,2013-08-31,22,1,22.0
SO64545,125,5590,2013-08-19,2013-08-26,2013-08-31,2320,1,2320.0
SO64545,284,5590,2013-08-19,2013-08-26,2013-08-31,35,1,35.0
SO64545,289,5590,2013-08-19,2013-08-26,2013-08-31,5,1,5.0
SO64546,120,1481,2013-08-19,2013-08-26,2013-08-31,2295,1,2295.0
SO64546,284,1481,2013-08-19,2013-08-26,2013-08-31,35,1,35.0
SO64547,125,4927,2013-08-19,2013-08-26,2013-08-31,2320,1,2320.0
SO64547,174,4927,2013-08-19,2013-08-26,2013-08-31,22,1,22.0
SO64548,122,5823,2013-08-19,2013-08-26,2013-08-31,2295,1,2295.0
SO64548,104,5823,2013-08-19,2013-08-26,2013-08-31,10,1,10.0
SO64548,295,5823,2013-08-19,2013-08-26,2013-08-31,5,1,5.0
SO64548,244,5823,2013-08-19,2013-08-26,2013-08-31,35,1,35.0
SO64549,245,17587,2013-08-19,2013-08-26,2013-08-31,35,1,35.0
SO64550,275,697,2013-08-19,2013-08-26,2013-08-31,54,1,54.0
SO64551,282,14871,2013-08-19,2013-08-26,2013-08-31,25,1,25.0
SO64551,289,14871,2013-08-19,2013-08-26,2013-08-31,5,1,5.0
SO64551,251,14871,2013-08-19,2013-08-26,2013-08-31,50,1,50.0
SO64552,295,10435,2013-08-19,2013-08-26,2013-08-31,5,1,5.0
SO64552,104,10435,2013-08-19,2013-08-26,2013-08-31,10,1,10.0
SO64552,277,10435,2013-08-19,2013-08-26,2013-08-31,54,1,54.0
SO64553,104,10936,2013-08-19,2013-08-26,2013-08-31,10,1,10.0
SO64554,274,8813,2013-08-19,2013-08-26,2013-08-31,70,1,70.0
SO64555,272,7849,2013-08-19,2013-08-26,2013-08-31,70,1,70.0
SO64556,289,4535,2013-08-19,2013-08-26,2013-08-31,5,1,5.0
SO64557,289,3765,2013-08-19,2013-08-26,2013-08-31,5,1,5.0
SO64558,289,16923,2013-08-19,2013-08-26,2013-08-31,5,1,5.0
SO64558,259,16923,2013-08-19,2013-08-26,2013-08-31,2,1,2.0
SO64559,293,3259,2013-08-19,2013-08-26,2013-08-31,64,1,64.0
SO64559,174,3259,2013-08-19,2013-08-26,2013-08-31,22,1,22.0
SO64560,174,8830,2013-08-19,2013-08-26,2013-08-31,22,1,22.0
SO64561,284,4706,2013-08-19,2013-08-26,2013-08-31,35,1,35.0
SO64562,287,2500,2013-08-19,2013-08-26,2013-08-31,33,1,33.0
SO64562,290,2500,2013-08-19,2013-08-26,2013-08-31,4,1,4.0
SO64562,292,2500,2013-08-19,2013-08-26,2013-08-31,64,1,64.0
SO64563,283,6955,2013-08-19,2013-08-26,2013-08-31,30,1,30.0
SO64563,289,6955,2013-08-19,2013-08-26,2013-08-31,5,1,5.0
SO64563,250,6955,2013-08-19,2013-08-26,2013-08-31,50,1,50.0
SO64564,295,6115,2013-08-19,2013-08-26,2013-08-31,5,1,5.0
SO64565,295,10665,2013-08-19,2013-08-26,2013-08-31,5,1,5.0
SO64565,244,10665,2013-08-19,2013-08-26,2013-08-31,35,1,35.0
SO64566,283,6838,2013-08-19,2013-08-26,2013-08-31,30,1,30.0
SO64566,259,6838,2013-08-19,2013-08-26,2013-08-31,2,1,2.0
SO64567,234,10099,2013-08-19,2013-08-26,2013-08-31,24,1,24.0
SO64567,295,10099,2013-08-19,2013-08-26,2013-08-31,5,1,5.0
SO64568,286,5325,2013-08-19,2013-08-26,2013-08-31,25,1,25.0
SO64569,283,9574,2013-08-19,2013-08-26,2013-08-31,30,1,30.0
SO64569,289,9574,2013-08-19,2013-08-26,2013-08-31,5,1,5.0
SO64569,244,9574,2013-08-19,2013-08-26,2013-08-31,35,1,35.0
SO64569,166,9574,2013-08-19,2013-08-26,2013-08-31,9,1,9.0
SO64570,283,12622,2013-08-19,2013-08-26,2013-08-31,30,1,30.0
SO64570,289,12622,2013-08-19,2013-08-26,2013-08-31,5,1,5.0
SO64570,166,12622,2013-08-19,2013-08-26,2013-08-31,9,1,9.0
SO64570,244,12622,2013-08-19,2013-08-26,2013-08-31,35,1,35.0
SO64571,285,16000,2013-08-19,2013-08-26,2013-08-31,21,1,21.0
SO64571,290,16000,2013-08-19,2013-08-26,2013-08-31,4,1,4.0
SO64571,249,16000,2013-08-19,2013-08-26,2013-08-31,50,1,50.0
SO64572,290,15972,2013-08-19,2013-08-26,2013-08-31,4,1,4.0
SO64572,246,15972,2013-08-19,2013-08-26,2013-08-31,35,1,35.0
SO64573,288,15937,2013-08-19,2013-08-26,2013-08-31,29,1,29.0
SO64574,284,1051,2013-08-19,2013-08-26,2013-08-31,35,1,35.0
SO64574,289,1051,2013-08-19,2013-08-26,2013-08-31,5,1,5.0
SO64574,174,1051,2013-08-19,2013-08-26,2013-08-31,22,1,22.0
SO64574,245,1051,2013-08-19,2013-08-26,2013-08-31,35,1,35.0
SO64575,289,671,2013-08-19,2013-08-26,2013-08-31,5,1,5.0
SO64575,284,671,2013-08-19,2013-08-26,2013-08-31,35,1,35.0
SO64575,259,671,2013-08-19,2013-08-26,2013-08-31,2,1,2.0
SO64575,168,671,2013-08-19,2013-08-26,2013-08-31,8,1,8.0
SO64576,284,829,2013-08-19,2013-08-26,2013-08-31,35,1,35.0
SO64576,259,829,2013-08-19,2013-08-26,2013-08-31,2,1,2.0
SO64577,284,1056,2013-08-19,2013-08-26,2013-08-31,35,1,35.0
SO64577,289,1056,2013-08-19,2013-08-26,2013-08-31,5,1,5.0
SO64578,289,322,2013-08-19,2013-08-26,2013-08-31,5,1,5.0
SO64578,284,322,2013-08-19,2013-08-26,2013-08-31,35,1,35.0
SO64578,174,322,2013-08-19,2013-08-26,2013-08-31,22,1,22.0
SO64578,168,322,2013-08-19,2013-08-26,2013-08-31,8,1,8.0
SO64579,174,7526,2013-08-19,2013-08-26,2013-08-31,22,1,22.0
SO64579,277,7526,2013-08-19,2013-08-26,2013-08-31,54,1,54.0
SO64580,284,2019,2013-08-19,2013-08-26,2013-08-31,35,1,35.0
SO64580,289,2019,2013-08-19,2013-08-26,2013-08-31,5,1,5.0
SO64580,259,2019,2013-08-19,2013-08-26,2013-08-31,2,1,2.0
SO64581,104,2599,2013-08-19,2013-08-26,2013-08-31,10,1,10.0
SO64581,295,2599,2013-08-19,2013-08-26,2013-08-31,5,1,5.0
SO64581,244,2599,2013-08-19,2013-08-26,2013-08-31,35,1,35.0
SO64581,166,2599,2013-08-19,2013-08-26,2013-08-31,9,1,9.0
SO64582,174,6682,2013-08-19,2013-08-26,2013-08-31,22,1,22.0
SO64582,245,6682,2013-08-19,2013-08-26,2013-08-31,35,1,35.0
SO64583,143,9641,2013-08-19,2013-08-26,2013-08-31,2443,1,2443.0
SO64583,105,9641,2013-08-19,2013-08-26,2013-08-31,9,1,9.0
SO64583,295,9641,2013-08-19,2013-08-26,2013-08-31,5,1,5.0
SO64583,166,9641,2013-08-19,2013-08-26,2013-08-31,9,1,9.0
SO64584,116,7951,2013-08-19,2013-08-26,2013-08-31,769,1,769.0
SO64584,283,7951,2013-08-19,2013-08-26,2013-08-31,30,1,30.0
SO64584,259,7951,2013-08-19,2013-08-26,2013-08-31,2,1,2.0
SO64585,111,8810,2013-08-19,2013-08-26,2013-08-31,565,1,565.0
SO64585,282,8810,2013-08-19,2013-08-26,2013-08-31,25,1,25.0
SO64586,121,4494,2013-08-19,2013-08-26,2013-08-31,2295,1,2295.0
SO64586,295,4494,2013-08-19,2013-08-26,2013-08-31,5,1,5.0
SO64586,104,4494,2013-08-19,2013-08-26,2013-08-31,10,1,10.0
SO64586,235,4494,2013-08-19,2013-08-26,2013-08-31,24,1,24.0
SO64587,120,4205,2013-08-19,2013-08-26,2013-08-31,2295,1,2295.0
SO64587,295,4205,2013-08-19,2013-08-26,2013-08-31,5,1,5.0
SO64587,104,4205,2013-08-19,2013-08-26,2013-08-31,10,1,10.0
SO64587,292,4205,2013-08-19,2013-08-26,2013-08-31,64,1,64.0
SO64587,247,4205,2013-08-19,2013-08-26,2013-08-31,55,1,55.0
SO64588,120,4282,2013-08-19,2013-08-26,2013-08-31,2295,1,2295.0
SO64588,174,4282,2013-08-19,2013-08-26,2013-08-31,22,1,22.0
SO64588,104,4282,2013-08-19,2013-08-26,2013-08-31,10,1,10.0
SO64588,295,4282,2013-08-19,2013-08-26,2013-08-31,5,1,5.0
SO64589,124,4324,2013-08-19,2013-08-26,2013-08-31,2320,1,2320.0
SO64589,104,4324,2013-08-19,2013-08-26,2013-08-31,10,1,10.0
SO64589,295,4324,2013-08-19,2013-08-26,2013-08-31,5,1,5.0
SO64589,246,4324,2013-08-19,2013-08-26,2013-08-31,35,1,35.0
SO64590,124,4330,2013-08-19,2013-08-26,2013-08-31,2320,1,2320.0
SO64590,174,4330,2013-08-19,2013-08-26,2013-08-31,22,1,22.0
SO64590,234,4330,2013-08-19,2013-08-26,2013-08-31,24,1,24.0
SO64590,251,4330,2013-08-19,2013-08-26,2013-08-31,50,1,50.0
SO64591,120,4201,2013-08-19,2013-08-26,2013-08-31,2295,1,2295.0
SO64591,259,4201,2013-08-19,2013-08-26,2013-08-31,2,1,2.0
SO64592,159,243,2013-08-19,2013-08-26,2013-08-31,2384,1,2384.0
SO64592,288,243,2013-08-19,2013-08-26,2013-08-31,29,1,29.0
SO64592,291,243,2013-08-19,2013-08-26,2013-08-31,5,1,5.0
SO64592,259,243,2013-08-19,2013-08-26,2013-08-31,2,1,2.0
SO64592,281,243,2013-08-19,2013-08-26,2013-08-31,159,1,159.0
SO64592,166,243,2013-08-19,2013-08-26,2013-08-31,9,1,9.0
SO64593,136,9429,2013-08-19,2013-08-26,2013-08-31,1701,1,1701.0
SO64593,245,9429,2013-08-19,2013-08-26,2013-08-31,35,1,35.0
SO64594,137,12546,2013-08-19,2013-08-26,2013-08-31,1701,1,1701.0
SO64594,290,12546,2013-08-19,2013-08-26,2013-08-31,4,1,4.0
SO64594,286,12546,2013-08-19,2013-08-26,2013-08-31,25,1,25.0
SO64594,245,12546,2013-08-19,2013-08-26,2013-08-31,35,1,35.0
SO64594,234,12546,2013-08-19,2013-08-26,2013-08-31,24,1,24.0
SO64595,137,9285,2013-08-19,2013-08-26,2013-08-31,1701,1,1701.0
SO64595,245,9285,2013-08-19,2013-08-26,2013-08-31,35,1,35.0
SO64596,130,14115,2013-08-19,2013-08-26,2013-08-31,1120,1,1120.0
SO64596,244,14115,2013-08-19,2013-08-26,2013-08-31,35,1,35.0
SO64596,234,14115,2013-08-19,2013-08-26,2013-08-31,24,1,24.0
SO64597,133,14272,2013-08-19,2013-08-26,2013-08-31,1120,1,1120.0
SO64597,244,14272,2013-08-19,2013-08-26,2013-08-31,35,1,35.0
SO64598,140,2530,2013-08-19,2013-08-26,2013-08-31,2443,1,2443.0
SO64598,105,2530,2013-08-19,2013-08-26,2013-08-31,9,1,9.0
SO64598,295,2530,2013-08-19,2013-08-26,2013-08-31,5,1,5.0
SO64598,259,2530,2013-08-19,2013-08-26,2013-08-31,2,1,2.0
SO64599,121,3041,2013-08-19,2013-08-26,2013-08-31,2295,1,2295.0
SO64599,104,3041,2013-08-19,2013-08-26,2013-08-31,10,1,10.0
SO64599,245,3041,2013-08-19,2013-08-26,2013-08-31,35,1,35.0
SO64600,122,3066,2013-08-19,2013-08-26,2013-08-31,2295,1,2295.0
SO64600,104,3066,2013-08-19,2013-08-26,2013-08-31,10,1,10.0
SO64600,166,3066,2013-08-19,2013-08-26,2013-08-31,9,1,9.0
SO64600,295,3066,2013-08-19,2013-08-26,2013-08-31,5,1,5.0
SO64601,148,13666,2013-08-19,2013-08-26,2013-08-31,742,1,742.0
SO64601,291,13666,2013-08-19,2013-08-26,2013-08-31,5,1,5.0
SO64601,288,13666,2013-08-19,2013-08-26,2013-08-31,29,1,29.0
SO64601,105,13666,2013-08-19,2013-08-26,2013-08-31,9,1,9.0
SO64601,295,13666,2013-08-19,2013-08-26,2013-08-31,5,1,5.0
SO64602,158,15249,2013-08-19,2013-08-26,2013-08-31,2384,1,2384.0
SO64602,246,15249,2013-08-19,2013-08-26,2013-08-31,35,1,35.0
SO64603,161,15326,2013-08-19,2013-08-26,2013-08-31,2384,1,2384.0
SO64603,280,15326,2013-08-19,2013-08-26,2013-08-31,9,1,9.0
SO64604,158,13758,2013-08-19,2013-08-26,2013-08-31,2384,1,2384.0
SO64604,295,13758,2013-08-19,2013-08-26,2013-08-31,5,1,5.0
SO64604,105,13758,2013-08-19,2013-08-26,2013-08-31,9,1,9.0
SO64605,127,7651,2013-08-19,2013-08-26,2013-08-31,540,1,540.0
SO64605,293,7651,2013-08-19,2013-08-26,2013-08-31,64,1,64.0
SO64606,132,9659,2013-08-19,2013-08-26,2013-08-31,1120,1,1120.0
SO64606,105,9659,2013-08-19,2013-08-26,2013-08-31,9,1,9.0
SO64606,295,9659,2013-08-19,2013-08-26,2013-08-31,5,1,5.0
SO64606,248,9659,2013-08-19,2013-08-26,2013-08-31,50,1,50.0
SO64606,166,9659,2013-08-19,2013-08-26,2013-08-31,9,1,9.0
SO64607,138,6623,2013-08-19,2013-08-26,2013-08-31,1701,1,1701.0
SO64607,286,6623,2013-08-19,2013-08-26,2013-08-31,25,1,25.0
SO64607,290,6623,2013-08-19,2013-08-26,2013-08-31,4,1,4.0
SO64607,259,6623,2013-08-19,2013-08-26,2013-08-31,2,1,2.0
SO64608,135,9709,2013-08-19,2013-08-26,2013-08-31,1701,1,1701.0
SO64608,250,9709,2013-08-19,2013-08-26,2013-08-31,50,1,50.0
SO64609,130,17398,2013-08-19,2013-08-26,2013-08-31,1120,1,1120.0
SO64609,244,17398,2013-08-19,2013-08-26,2013-08-31,35,1,35.0
SO64610,132,9838,2013-08-19,2013-08-26,2013-08-31,1120,1,1120.0
SO64610,246,9838,2013-08-19,2013-08-26,2013-08-31,35,1,35.0
SO64611,164,919,2013-08-19,2013-08-26,2013-08-31,2384,1,2384.0
SO64612,286,5691,2013-08-20,2013-08-27,2013-09-01,25,1,25.0
SO64612,290,5691,2013-08-20,2013-08-27,2013-09-01,4,1,4.0
SO64612,244,5691,2013-08-20,2013-08-27,2013-09-01,35,1,35.0
SO64613,283,5615,2013-08-20,2013-08-27,2013-09-01,30,1,30.0
SO64613,289,5615,2013-08-20,2013-08-27,2013-09-01,5,1,5.0
SO64613,245,5615,2013-08-20,2013-08-27,2013-09-01,35,1,35.0
SO64613,234,5615,2013-08-20,2013-08-27,2013-09-01,24,1,24.0
SO64614,289,14120,2013-08-20,2013-08-27,2013-09-01,5,1,5.0
SO64614,259,14120,2013-08-20,2013-08-27,2013-09-01,2,1,2.0
SO64615,289,14058,2013-08-20,2013-08-27,2013-09-01,5,1,5.0
SO64615,259,14058,2013-08-20,2013-08-27,2013-09-01,2,1,2.0
SO64616,295,12545,2013-08-20,2013-08-27,2013-09-01,5,1,5.0
SO64616,168,12545,2013-08-20,2013-08-27,2013-09-01,8,1,8.0
SO64617,295,17718,2013-08-20,2013-08-27,2013-09-01,5,1,5.0
SO64617,234,17718,2013-08-20,2013-08-27,2013-09-01,24,1,24.0
SO64618,122,5598,2013-08-20,2013-08-27,2013-09-01,2295,1,2295.0
SO64618,104,5598,2013-08-20,2013-08-27,2013-09-01,10,1,10.0
SO64619,121,1390,2013-08-20,2013-08-27,2013-09-01,2295,1,2295.0
SO64619,245,1390,2013-08-20,2013-08-27,2013-09-01,35,1,35.0
SO64620,277,790,2013-08-20,2013-08-27,2013-09-01,54,1,54.0
SO64621,276,678,2013-08-20,2013-08-27,2013-09-01,54,1,54.0
SO64622,282,953,2013-08-20,2013-08-27,2013-09-01,25,1,25.0
SO64622,289,953,2013-08-20,2013-08-27,2013-09-01,5,1,5.0
SO64622,295,953,2013-08-20,2013-08-27,2013-09-01,5,1,5.0
SO64622,104,953,2013-08-20,2013-08-27,2013-09-01,10,1,10.0
SO64622,259,953,2013-08-20,2013-08-27,2013-09-01,2,1,2.0
SO64623,290,15793,2013-08-20,2013-08-27,2013-09-01,4,1,4.0
SO64624,285,16676,2013-08-20,2013-08-27,2013-09-01,21,1,21.0
SO64625,291,17338,2013-08-20,2013-08-27,2013-09-01,5,1,5.0
SO64625,295,17338,2013-08-20,2013-08-27,2013-09-01,5,1,5.0
SO64625,260,17338,2013-08-20,2013-08-27,2013-09-01,120,1,120.0
SO64626,291,214,2013-08-20,2013-08-27,2013-09-01,5,1,5.0
SO64626,251,214,2013-08-20,2013-08-27,2013-09-01,50,1,50.0
SO64626,234,214,2013-08-20,2013-08-27,2013-09-01,24,1,24.0
SO64627,289,3334,2013-08-20,2013-08-27,2013-09-01,5,1,5.0
SO64627,282,3334,2013-08-20,2013-08-27,2013-09-01,25,1,25.0
SO64627,259,3334,2013-08-20,2013-08-27,2013-09-01,2,1,2.0
SO64628,290,9087,2013-08-20,2013-08-27,2013-09-01,4,1,4.0
SO64628,287,9087,2013-08-20,2013-08-27,2013-09-01,33,1,33.0
SO64628,259,9087,2013-08-20,2013-08-27,2013-09-01,2,1,2.0
SO64628,168,9087,2013-08-20,2013-08-27,2013-09-01,8,1,8.0
SO64629,289,12057,2013-08-20,2013-08-27,2013-09-01,5,1,5.0
SO64629,283,12057,2013-08-20,2013-08-27,2013-09-01,30,1,30.0
SO64629,246,12057,2013-08-20,2013-08-27,2013-09-01,35,1,35.0
